,ECON101_grade,ENGLISH125_grade,DATASCI306_grade,MATH217_grade,STATS250_grade,EECS545_grade
6428,A-,A,,,B-,
6429,A,A,,,A,
6430,B+,A,,,B,
6431,A,B+,,,B,
6432,A,A,,,A,
6433,A-,C+,,,B+,
6434,A,A-,,,B+,
6435,A-,A-,,,A-,
6436,A+,A,,,C+,
6437,A-,A,,,B+,
6438,D,A-,,,B+,
6439,B,A,,,A-,
6440,A,A,,,A+,
6441,A,A-,,,A,
6442,A,A-,,,B-,
6443,A-,B+,,,B,
6444,B-,A+,,,A,
6445,A-,A,,,A-,
6446,A-,A,,,B+,
6447,A,A,,,B,
6448,A+,A-,,,B-,
6449,A-,B+,,,B-,
6450,B,A,,,C,
6451,C+,A+,,,B,
6452,C,A,,,A-,
6453,A,A,,,B-,
6454,A,A-,,,A,
6455,A,B,,,A-,
6456,B,A,,,B+,
6457,A-,A,,,D+,
6458,B-,A,,,A-,
6459,B+,B,,,B+,
6460,A,A,,,C-,
6461,A-,A,,,B,
6462,C+,B+,,,C-,
6463,C+,A-,,,D,
6464,B-,A-,,,B+,
6465,A+,B+,,,B-,
6466,B,A,,,C-,
6467,A,A-,,,B,
6468,A,A-,,,A,
6469,A,A,,,C+,
6470,C,A-,,,A-,
6471,B-,B,,,A,
6472,A,B+,,,B,
6473,B+,A,,,C+,
6474,B,B+,,,B,
6475,A,B,,,A-,
6476,C,A,,,C-,
6477,A,B+,,,B-,
6478,B,A-,,,C+,
6479,A,A,,,A,
6480,C+,A-,,,A,
6481,B+,A,,,A,
6482,A,A,,,B,
6483,A-,A,,,A+,
6484,A-,A,,,A,
6485,A-,B+,,,A-,
6486,A-,A-,,,A-,
6487,B+,A,,,A-,
6488,A,B+,,,B,
6489,A-,B-,,,A,
6490,B+,A,,,D+,
6491,B,B,,,C-,
6492,B+,A,,,A+,
6493,A,A,,,B,
6494,B-,A-,,,A-,
6495,B+,A-,,,A-,
6496,A-,A,,,B+,
6497,B,A-,,,C,
6498,B,A,,,A-,
6499,B,A,,,C+,
6500,A-,A,,,A+,
6501,A-,A,,,B+,
6502,A-,A+,,,A-,
6503,B+,A,,,A-,
6504,B,A,,,A-,
6505,B,A,,,A-,
6506,B+,C,,,B+,
6507,A,A,,,A,
6508,B,A,,,B+,
6509,B+,A-,,,A,
6510,A,A,,,C,
6511,A+,A,,,A-,
6512,A-,B+,,,A,
6513,B,A-,,,B,
6514,B-,A-,,,A-,
6515,C+,A-,,,B+,
6516,B,A-,,,B+,
6517,C,A,,,B+,
6518,B+,B,,,B,
6519,A-,A,,,B-,
6520,C-,A,,,C,
6521,B,B+,,,A,
6522,A-,A,,,A-,
6523,A-,A,,,B,
6524,A-,A-,,,B+,
6525,A,A-,,,A-,
6526,A,A-,,,C,
6527,C+,A,,,C+,
6528,A-,A,,,A-,
6529,B+,B+,,,C-,
6530,A+,B,,,B+,
6531,A-,A,,,B-,
6532,B,B+,,,C+,
6533,A-,A-,,,E,
6534,D+,A,,,A-,
6535,B+,A,,,A-,
6536,B-,B+,,,B-,
6537,C+,A,,,A,
6538,B+,A+,,,A,
6539,B,A,,,A-,
6540,A+,B,,,C-,
6541,A+,B-,,,B+,
6542,B+,A,,,B,
6543,A-,A,,,B+,
6544,A,B+,,,B,
6545,A-,B,,,A-,
6546,A-,A,,,A-,
6547,B+,A-,,,B+,
6548,A+,A,,,B,
6549,B+,A,,,B-,
6550,C+,A,,,A+,
6551,B,B,,,E,
6552,C-,A,,,B-,
6553,C+,A,,,A,
6554,A+,A,,,A-,
6555,C,A,,,A-,
6556,A-,A,,,B+,
6557,A-,A,,,B+,
6558,C+,A,,,B-,
6559,B,A,,,B-,
6560,B-,A-,,,B-,
6561,A,A-,,,A,
6562,A,B+,,,B-,
6563,C,A,,,A-,
6564,A,A,,,A,
6565,B+,A,,,B,
6566,B+,A,,,D-,
6567,A,A-,,,B+,
6568,C+,A,,,B,
6569,A,B+,,,B,
6570,B,A-,,,B,
6571,B+,A-,,,B+,
6572,A,B+,,,B-,
6573,B+,A,,,A-,
6574,B,A,,,A+,
6575,A-,A,,,B,
6576,D,A-,,,A-,
6577,C+,A,,,B,
6578,A-,A,,,B,
6579,A+,C,,,B,
6580,B,A,,,A-,
6581,B,A,,,A,
6582,B+,A-,,,A,
6583,B,A,,,A-,
6584,A-,C+,,,B-,
6585,B-,A-,,,B-,
6586,A-,A,,,A,
6587,B+,A,,,C-,
6588,B-,A,,,B,
6589,A,A-,,,B,
6590,B+,A-,,,B,
6591,B+,B-,,,C-,
6592,C-,A-,,,C-,
6593,A,A,,,A-,
6594,B-,A,,,B-,
6595,D+,A-,,,A-,
6596,A-,A-,,,B+,
6597,B+,A,,,B-,
6598,C,A-,,,B-,
6599,B+,B+,,,B+,
6600,B-,A,,,D,
6601,B,A-,,,A-,
6602,A,A,,,B+,
6603,C+,A-,,,B+,
6604,B-,B,,,C+,
6605,B-,A-,,,B,
6606,B-,B,,,C,
6607,A-,A,,,B,
6608,A-,A,,,A-,
6609,C+,A,,,A-,
6610,A-,A,,,B,
6611,A-,A+,,,B-,
6612,A,A,,,A,
6613,B,B+,,,B-,
6614,E,A,,,B,
6615,A-,A-,,,B+,
6616,B+,A,,,E,
6617,B-,A,,,B,
6618,A-,A,,,C+,
6619,B+,A,,,A,
6620,B,A-,,,C,
6621,A+,C,,,C+,
6622,B,B+,,,A+,
6623,B+,A,,,A,
6624,A,A,,,C+,
6625,A-,A,,,A-,
6626,B,B+,,,B+,
6627,A,A-,,,A+,
6628,A+,A-,,,A+,
6629,B-,B-,,,B,
6630,B,A,,,A,
6631,A-,A-,,,A+,
6632,B+,A-,,,A-,
6633,B-,B+,,,C+,
6634,A-,A,,,A+,
6635,B+,A,,,B+,
6636,B+,B+,,,A-,
6637,A,A,,,A,
6638,A-,A,,,B,
6639,C,A,,,C+,
6640,C,A-,,,B,
6641,B,B+,,,B+,
6642,B-,A-,,,A-,
6643,A,A,,,B-,
6644,A,A,,,C-,
6645,A+,A-,,,D+,
6646,A+,A,,,A,
6647,A-,A-,,,A,
6648,B+,A,,,A,
6649,C+,A,,,A,
6650,A+,A-,,,A,
6651,C+,A,,,A-,
6652,A,B+,,,C-,
6653,B,A,,,C-,
6654,A,B+,,,A-,
6655,C+,A,,,C+,
6656,A,A,,,D,
6657,B+,A-,,,A-,
6658,B,A,,,A-,
6659,B+,A,,,A-,
6660,B+,A,,,A-,
6661,C+,A+,,,D+,
6662,A,B+,,,A,
6663,B,B+,,,D-,
6664,A+,A+,,,B,
6665,B-,A-,,,B+,
6666,A+,A-,,,B-,
6667,A,A,,,A-,
6668,A,A,,,A-,
6669,B-,A-,,,A-,
6670,A-,B,,,B,
6671,B+,A,,,B-,
6672,B-,A,,,B+,
6673,A,B+,,,B-,
6674,C-,B,,,A+,
6675,A-,B+,,,B-,
6676,C+,A,,,B-,
6677,A-,B,,,B,
6678,D-,A-,,,B+,
6679,C,A,,,D+,
6680,A+,A,,,B-,
6681,C+,C+,,,A,
6682,A,A,,,C,
6683,A,A,,,B+,
6684,A+,A-,,,C,
6685,B-,A,,,A+,
6686,C+,A,,,C+,
6687,C,A-,,,A-,
6688,B,A+,,,A,
6689,B+,A,,,A-,
6690,A-,A,,,B+,
6691,B+,A,,,B-,
6692,B+,B-,,,A-,
6693,A+,A,,,C,
6694,D+,B,,,A,
6695,B+,A,,,D,
6696,A-,A-,,,A-,
6697,C+,A-,,,B-,
6698,B,A,,,A-,
6699,B+,A,,,B-,
6700,C+,A,,,E,
6701,A,A,,,A,
6702,C-,B+,,,B-,
6703,B,A,,,B+,
6704,E,B+,,,B-,
6705,B+,A,,,A,
6706,C+,B+,,,B,
6707,B+,A+,,,B+,
6708,B+,A,,,B+,
6709,B-,B+,,,B+,
6710,B,A-,,,B,
6711,B,A,,,B,
6712,B+,A,,,A,
6713,B,A-,,,A-,
6714,A-,A-,,,C+,
6715,A-,A-,,,A+,
6716,B+,A-,,,B+,
6717,A,B+,,,A,
6718,A,A,,,A-,
6719,B+,A,,,A-,
6720,A,B,,,B-,
6721,B,A-,,,C+,
6722,B,A,,,A+,
6723,C,A,,,B,
6724,A+,A,,,B-,
6725,B+,A-,,,A,
6726,A-,A+,,,B,
6727,B-,A+,,,A,
6728,A-,A-,,,A,
6729,B+,A,,,C+,
6730,A+,A,,,B-,
6731,B+,A,,,A,
6732,B+,A,,,A-,
6733,A,B+,,,A-,
6734,B-,A,,,B-,
6735,C,B,,,A+,
6736,B-,B+,,,B,
6737,B,B,,,A-,
6738,A-,B+,,,B,
6739,A-,B,,,A-,
6740,A-,A-,,,A,
6741,A-,A-,,,C+,
6742,A-,A,,,A,
6743,A+,A-,,,B+,
6744,A-,B,,,B,
6745,A,A,,,A,
6746,C,A-,,,B,
6747,B,A,,,D-,
6748,B+,B+,,,B,
6749,C-,A-,,,C+,
6750,B,A,,,D,
6751,A,A,,,A,
6752,A+,A,,,B,
6753,A+,A+,,,C+,
6754,B,A-,,,B+,
6755,A+,A-,,,E,
6756,C+,A,,,D-,
6757,C,A-,,,B+,
6758,B+,A,,,C,
6759,C-,A,,,A-,
6760,A,A,,,A-,
6761,C+,A,,,C,
6762,C,B+,,,B+,
6763,A,A,,,C,
6764,A,A,,,C,
6765,B,A-,,,C-,
6766,B,B+,,,A-,
6767,A,A,,,C+,
6768,A-,A-,,,B,
6769,C+,A-,,,A,
6770,C,A,,,C+,
6771,D+,A,,,D,
6772,D-,A-,,,B,
6773,A-,B-,,,B-,
6774,B+,A-,,,A,
6775,A-,A+,,,C+,
6776,A+,B+,,,B,
6777,E,B,,,D+,
6778,A,A,,,B,
6779,A+,A,,,B-,
6780,C+,A-,,,B-,
6781,A-,A-,,,D+,
6782,D+,A,,,B+,
6783,B+,A,,,C-,
6784,B,A,,,A,
6785,B+,A,,,C+,
6786,C,A-,,,A,
6787,B,A-,,,B,
6788,B+,B,,,A,
6789,C+,B+,,,B-,
6790,C+,A-,,,B+,
6791,C,B+,,,B+,
6792,B+,B,,,A-,
6793,C+,A-,,,A,
6794,A-,A,,,A,
6795,B+,B+,,,B,
6796,B,A-,,,B,
6797,A+,A+,,,A-,
6798,A-,A-,,,C,
6799,B+,A,,,A-,
6800,A,A,,,A+,
6801,A-,B+,,,A-,
6802,C+,B+,,,A,
6803,C,B+,,,A+,
6804,C+,B,,,A-,
6805,A,B+,,,A,
6806,C+,B,,,B+,
6807,A-,A,,,B,
6808,D-,A,,,A,
6809,B-,A,,,A,
6810,A,B,,,B+,
6811,A,A,,,B+,
6812,B+,B+,,,C+,
6813,B,A,,,C-,
6814,B,A+,,,B,
6815,B-,A,,,C+,
6816,A-,A-,,,B+,
6817,C,A,,,B+,
6818,A-,B,,,B-,
6819,A-,A,,,A,
6820,A,A-,,,B-,
6821,A,A,,,A-,
6822,A,A,,,B,
6823,C,A,,,C+,
6824,B-,A+,,,B+,
6825,B,A-,,,B+,
6826,A-,A+,,,C,
6827,A-,A,,,C,
6828,A-,B+,,,B+,
6829,A,A-,,,C,
6830,A-,A-,,,A-,
6831,B+,B+,,,B+,
6832,C,A-,,,B,
6833,B,A-,,,A,
6834,B,A-,,,C+,
6835,A-,A,,,A-,
6836,A,A-,,,B-,
6837,A-,B+,,,A,
6838,B,A-,,,A-,
6839,A,B,,,A-,
6840,A+,A-,,,A,
6841,A+,A,,,E,
6842,A,A,,,A-,
6843,B,B,,,A,
6844,B+,A,,,C,
6845,C+,A-,,,B,
6846,C,A-,,,D-,
6847,A-,A+,,,A,
6848,B,B,,,C+,
6849,C,A,,,A-,
6850,A-,A,,,A-,
6851,B,A-,,,C+,
6852,A,B+,,,A,
6853,A-,A,,,A,
6854,A+,A-,,,C,
6855,A,A-,,,B-,
6856,A-,A,,,A-,
6857,B+,A,,,B,
6858,A+,B+,,,A+,
6859,B-,A,,,A-,
6860,B+,A,,,C,
6861,B+,A-,,,B+,
6862,A-,A-,,,A-,
6863,D+,B+,,,B+,
6864,A-,A,,,B,
6865,A-,A+,,,B+,
6866,B-,A,,,B,
6867,D+,B+,,,C+,
6868,B,A,,,C+,
6869,A+,B+,,,A,
6870,B,A-,,,A-,
6871,B,B+,,,B+,
6872,A,A-,,,B,
6873,B,A-,,,A-,
6874,B,A-,,,B,
6875,B-,A,,,A,
6876,B+,B,,,B,
6877,B-,A,,,B,
6878,B,A+,,,A-,
6879,A+,A+,,,A,
6880,A,A,,,B+,
6881,C,A-,,,B,
6882,A-,A,,,B,
6883,A,A-,,,A+,
6884,A,B+,,,B,
6885,B+,A,,,A-,
6886,B,A-,,,B-,
6887,A,B,,,A-,
6888,A,A,,,A-,
6889,C-,A-,,,B-,
6890,A,A-,,,A+,
6891,D,C,,,B+,
6892,A,A,,,A,
6893,B,A-,,,A-,
6894,B-,A,,,A,
6895,A-,B+,,,B,
6896,A+,A,,,A+,
6897,A-,B,,,A,
6898,B+,B-,,,B,
6899,D+,B+,,,A-,
6900,A-,A,,,B+,
6901,C,A-,,,B+,
6902,A+,A+,,,A,
6903,B,B+,,,A-,
6904,A-,A-,,,B,
6905,A,A-,,,A-,
6906,B-,A,,,A-,
6907,C-,C+,,,B-,
6908,B+,A,,,A+,
6909,B+,A,,,B+,
6910,B+,A,,,D,
6911,A-,A,,,A,
6912,A-,A,,,B-,
6913,B,B+,,,B+,
6914,A-,B,,,B+,
6915,A,A,,,B+,
6916,B,A,,,B-,
6917,B,A-,,,B+,
6918,B+,B+,,,B+,
6919,A,A-,,,A-,
6920,A-,C+,,,A,
6921,B,B,,,C-,
6922,A,A,,,B+,
6923,B,A,,,C,
6924,B,A,,,B+,
6925,B+,A+,,,A,
6926,A+,A-,,,B,
6927,A-,A,,,C,
6928,A,A,,,B,
6929,A,A-,,,B,
6930,A,A-,,,C+,
6931,B-,B-,,,C,
6932,C,A,,,C-,
6933,C,A-,,,B+,
6934,B,A,,,A,
6935,B+,A-,,,C+,
6936,B+,A,,,C+,
6937,B-,A,,,B,
6938,B+,B,,,B+,
6939,A+,A,,,A-,
6940,B-,B,,,B+,
6941,C-,A,,,D+,
6942,B+,B+,,,C-,
6943,B-,B+,,,D+,
6944,C-,A+,,,B,
6945,B+,A,,,C-,
6946,B+,A-,,,A,
6947,D,A-,,,A-,
6948,A-,B,,,B-,
6949,A,A-,,,C,
6950,A-,A,,,C,
6951,E,A-,,,A-,
6952,A,A+,,,A-,
6953,A,C+,,,B+,
6954,C,A,,,B+,
6955,C,A,,,C+,
6956,B,A,,,A-,
6957,A+,A-,,,C,
6958,C,D+,,,B,
6959,A-,A-,,,E,
6960,A,A,,,B-,
6961,A+,B,,,B+,
6962,B+,A-,,,A+,
6963,A-,A-,,,A,
6964,A,A,,,B-,
6965,B+,B+,,,B-,
6966,C+,B,,,A,
6967,B,A,,,B,
6968,A-,B,,,B+,
6969,A,A-,,,A,
6970,A,B+,,,A+,
6971,B+,A,,,C+,
6972,C,B,,,C+,
6973,B+,A,,,C+,
6974,B,A,,,A,
6975,A,A,,,A,
6976,B+,A,,,C+,
6977,A-,A,,,A-,
6978,B,A,,,A,
6979,A-,A,,,A,
6980,C+,A,,,C+,
6981,A-,A,,,A,
6982,A+,A,,,A+,
6983,C+,A,,,C+,
6984,A-,A-,,,C,
6985,A,A+,,,A+,
6986,B,B+,,,A-,
6987,A,C+,,,B-,
6988,A,C,,,A-,
6989,C,A-,,,B+,
6990,A,A,,,B,
6991,B-,A,,,A,
6992,A,A-,,,A-,
6993,C-,A,,,B+,
6994,A,B+,,,A,
6995,C+,A-,,,A-,
6996,B,B+,,,B+,
6997,B-,A-,,,A,
6998,E,A,,,B+,
6999,A-,A-,,,D-,
7000,A,A,,,B-,
7001,B,A,,,B,
7002,A,A,,,B,
7003,C+,A,,,C+,
7004,B,A-,,,A-,
7005,B-,B+,,,B+,
7006,B+,B+,,,A,
7007,B+,A+,,,B,
7008,B-,A,,,B+,
7009,A-,A,,,A-,
7010,B,A+,,,A-,
7011,B,A,,,A,
7012,B-,A-,,,A-,
7013,A,A-,,,B-,
7014,B+,A-,,,B+,
7015,B+,A,,,B,
7016,D-,A-,,,A,
7017,A,B+,,,A,
7018,A-,A,,,A,
7019,C+,A,,,B-,
7020,C-,A,,,B,
7021,B,A,,,A,
7022,A-,B,,,C+,
7023,B+,A,,,B+,
7024,B,A,,,C-,
7025,A,A-,,,C,
7026,A-,A,,,A-,
7027,A,A-,,,C+,
7028,A,A-,,,B-,
7029,A,B+,,,B-,
7030,A,A,,,C,
7031,A,A,,,A,
7032,A,A,,,A+,
7033,A,A-,,,B,
7034,B,A,,,C+,
7035,B,A,,,B-,
7036,B+,A,,,A+,
7037,C+,A,,,B,
7038,A-,A+,,,B,
7039,B,A-,,,A,
7040,A,A,,,A,
7041,A,A,,,A-,
7042,B+,A,,,A-,
7043,B+,A,,,A+,
7044,B+,B+,,,A,
7045,B,A-,,,B+,
7046,E,A,,,B,
7047,B-,A,,,A,
7048,B+,A-,,,A-,
7049,B,B+,,,C,
7050,A,A,,,A-,
7051,A-,A-,,,A-,
7052,B,A-,,,D,
7053,A,A,,,B+,
7054,B,B+,,,B+,
7055,A-,A-,,,A-,
7056,B,A,,,B-,
7057,C,A-,,,B+,
7058,A,A,,,A,
7059,B+,A,,,B-,
7060,A+,A+,,,A-,
7061,A+,A,,,B-,
7062,A+,A,,,C,
7063,B+,A,,,D,
7064,B+,A-,,,A-,
7065,A,A,,,A,
7066,A+,A,,,B,
7067,A,B+,,,A,
7068,B+,A-,,,B,
7069,A+,B+,,,C+,
7070,A,A,,,A,
7071,B-,A,,,D,
7072,A-,A-,,,A-,
7073,A,A,,,A-,
7074,A-,B+,,,C,
7075,D+,A-,,,B-,
7076,A+,A-,,,B,
7077,A,A,,,A-,
7078,A-,A-,,,A,
7079,A,A,,,A,
7080,C,A,,,B-,
7081,C+,B+,,,B-,
7082,C+,A-,,,B+,
7083,A+,A+,,,B-,
7084,C,B+,,,A,
7085,A,A+,,,A,
7086,C+,A-,,,A,
7087,B,A-,,,B-,
7088,A-,A,,,A-,
7089,A-,B-,,,C-,
7090,A-,A,,,D-,
7091,B+,B+,,,B-,
7092,C-,A-,,,B+,
7093,B,A-,,,A-,
7094,B,A,,,A,
7095,C,B,,,A,
7096,B,C+,,,C-,
7097,A,C+,,,B+,
7098,B+,A,,,B-,
7099,C+,A,,,B,
7100,B,A-,,,B+,
7101,A,C-,,,A,
7102,B+,B-,,,A,
7103,A-,A-,,,B+,
7104,A-,A,,,C,
7105,A,A,,,C,
7106,A+,A,,,B+,
7107,D+,B,,,B+,
7108,B,A-,,,B-,
7109,A,A,,,C+,
7110,A,A,,,B+,
7111,A+,A,,,A,
7112,B+,A-,,,B-,
7113,B,A,,,B,
7114,B,A,,,A-,
7115,B+,A,,,B+,
7116,A-,A+,,,B,
7117,B-,A,,,A-,
7118,A-,A,,,A,
7119,C+,B+,,,A-,
7120,A+,A,,,A,
7121,C+,A,,,A-,
7122,A-,A-,,,B-,
7123,B+,A,,,A+,
7124,B-,A,,,C+,
7125,A-,A-,,,A,
7126,A-,A,,,B-,
7127,B,A-,,,A+,
7128,B,A-,,,A,
7129,B,A,,,A+,
7130,B+,B,,,C+,
7131,B+,B-,,,D+,
7132,B,B+,,,C+,
7133,B+,A-,,,B-,
7134,A,A,,,B+,
7135,C+,A,,,A-,
7136,B,A,,,A,
7137,A-,A-,,,B-,
7138,A,A-,,,B+,
7139,B+,B,,,B,
7140,B+,A-,,,A-,
7141,C+,A,,,B-,
7142,A-,A,,,C+,
7143,C,A-,,,B,
7144,B-,A-,,,B,
7145,C+,A,,,D,
7146,A-,B,,,D+,
7147,B+,A,,,C,
7148,A-,A,,,D+,
7149,A-,A-,,,B+,
7150,A,A,,,A-,
7151,B+,A-,,,C,
7152,B,B+,,,A-,
7153,A-,A,,,A-,
7154,C+,A,,,A,
7155,C+,B+,,,A-,
7156,A,A-,,,B,
7157,B+,A,,,B,
7158,A-,A,,,A+,
7159,A,A-,,,A-,
7160,A,A,,,C+,
7161,A+,A-,,,B-,
7162,B-,B+,,,A,
7163,A,A-,,,D+,
7164,B+,A-,,,A+,
7165,B+,A+,,,B,
7166,C,A+,,,C,
7167,B+,B+,,,A-,
7168,B+,A-,,,B+,
7169,B,A,,,A,
7170,A+,A,,,A,
7171,A-,B+,,,A+,
7172,A-,A-,,,B-,
7173,A,A-,,,C,
7174,A,A-,,,C+,
7175,A-,A,,,B-,
7176,A-,A,,,A-,
7177,B,A,,,A-,
7178,A-,A,,,B,
7179,A-,A,,,A-,
7180,A-,A-,,,A-,
7181,B,A,,,B-,
7182,A+,A,,,B+,
7183,D+,A-,,,A-,
7184,B,A,,,C,
7185,B-,B,,,A,
7186,B,B,,,B+,
7187,C,A-,,,B,
7188,B+,A-,,,A,
7189,B-,A+,,,A-,
7190,B,B+,,,A+,
7191,B,A,,,B+,
7192,B+,A,,,A-,
7193,A+,A,,,B-,
7194,A-,A,,,A-,
7195,C+,B+,,,A-,
7196,C,A,,,B,
7197,B+,A,,,A-,
7198,A,A,,,C,
7199,A,A,,,C,
7200,B,A,,,B+,
7201,A,A-,,,B-,
7202,A+,B,,,A-,
7203,A,A,,,D-,
7204,B,B+,,,A-,
7205,B,A,,,B-,
7206,A-,A,,,B,
7207,B-,B+,,,B,
7208,A,A,,,A-,
7209,A+,B,,,A-,
7210,B+,A,,,B-,
7211,B-,A,,,B,
7212,B-,B,,,A+,
7213,A,B-,,,B+,
7214,A-,A+,,,A,
7215,B,A+,,,A,
7216,B,A,,,B,
7217,B,A,,,B,
7218,A-,C,,,C,
7219,A+,A+,,,C+,
7220,A+,A,,,B-,
7221,A,A-,,,B,
7222,A-,B+,,,C-,
7223,C-,B,,,A,
7224,B,B+,,,B,
7225,A-,A,,,B,
7226,B,A-,,,D+,
7227,C+,A,,,B,
7228,B,A-,,,B-,
7229,A,A,,,B-,
7230,B+,A,,,B+,
7231,B-,B+,,,D+,
7232,B-,A-,,,E,
7233,C,A+,,,A-,
7234,A,A,,,B+,
7235,B+,A,,,B-,
7236,B-,A,,,A,
7237,A,B,,,B+,
7238,A+,A,,,B,
7239,A-,A,,,A,
7240,A-,A-,,,A-,
7241,C+,A,,,A-,
7242,A+,A,,,D,
7243,A+,A,,,A,
7244,A,A-,,,C-,
7245,A,A-,,,B,
7246,C-,A-,,,B-,
7247,B+,A-,,,B-,
7248,B,B+,,,B+,
7249,B,A,,,B,
7250,A+,A-,,,C+,
7251,C-,B+,,,A,
7252,B+,C+,,,A-,
7253,A-,B+,,,A-,
7254,B-,A,,,C,
7255,C+,A,,,B+,
7256,A-,B+,,,A,
7257,B,B,,,B-,
7258,A-,C+,,,B-,
7259,A-,B,,,A,
7260,A-,A,,,B-,
7261,E,A,,,A-,
7262,A,A,,,B+,
7263,B-,A,,,A-,
7264,A-,A-,,,B-,
7265,B+,A-,,,B,
7266,B,A-,,,B+,
7267,A,A-,,,A,
7268,A-,A,,,C+,
7269,A-,A,,,D+,
7270,B,A-,,,C+,
7271,A,A-,,,C,
7272,D,A+,,,C+,
7273,B,B,,,B+,
7274,A-,A,,,A,
7275,C-,B+,,,B,
7276,A+,A,,,B+,
7277,A-,A,,,A,
7278,D+,B+,,,A,
7279,D,B+,,,B,
7280,C+,A,,,B+,
7281,D,A,,,A-,
7282,A,A-,,,E,
7283,A,A-,,,A,
7284,B,A-,,,A,
7285,B,A-,,,C-,
7286,A-,A-,,,A+,
7287,A+,A,,,C-,
7288,A-,A,,,A-,
7289,C+,A,,,B,
7290,C,A-,,,B,
7291,C-,A+,,,B+,
7292,A,B,,,A-,
7293,D,A,,,C-,
7294,A,A,,,C-,
7295,C,A,,,A-,
7296,A,A-,,,B+,
7297,B,B,,,B-,
7298,A,A,,,B+,
7299,A,B+,,,B,
7300,A,A+,,,A-,
7301,B,A,,,A,
7302,A-,A-,,,B-,
7303,B,A,,,B-,
7304,A,A,,,B+,
7305,B+,B+,,,A,
7306,A-,A,,,C+,
7307,B,A-,,,B,
7308,C+,A-,,,A-,
7309,A,A-,,,B-,
7310,A-,C+,,,B+,
7311,C,B+,,,A-,
7312,A-,A,,,B,
7313,C-,B+,,,A-,
7314,C+,B+,,,B,
7315,B,A-,,,B,
7316,C-,A,,,A,
7317,B+,A-,,,C,
7318,D,A,,,A+,
7319,B+,A+,,,B+,
7320,A,A,,,B-,
7321,A,A,,,A-,
7322,B+,A,,,A-,
7323,B+,A,,,B-,
7324,B-,B-,,,A-,
7325,B,B+,,,B+,
7326,B+,A-,,,A-,
7327,A-,A,,,B,
7328,B,B,,,A-,
7329,A-,C+,,,B+,
7330,A-,A-,,,B+,
7331,C-,B+,,,B+,
7332,B,A,,,A-,
7333,A-,A-,,,A,
7334,A-,A-,,,E,
7335,B+,A-,,,C-,
7336,B,A,,,A,
7337,B+,A+,,,B-,
7338,A,A,,,A-,
7339,A-,A-,,,A-,
7340,A-,A,,,A-,
7341,B-,B-,,,C-,
7342,A,A,,,C+,
7343,A,A-,,,C+,
7344,A-,B-,,,B,
7345,A-,A-,,,A-,
7346,B,A,,,A-,
7347,A+,A,,,B,
7348,A,A,,,B+,
7349,B,A,,,B+,
7350,B+,A-,,,C+,
7351,A,A+,,,A,
7352,C,A,,,A-,
7353,A,A,,,C-,
7354,A,A,,,A-,
7355,A,A+,,,B+,
7356,B+,A,,,A-,
7357,B+,A,,,A+,
7358,B,A-,,,A-,
7359,A,A,,,C,
7360,A,A,,,E,
7361,A-,A-,,,B+,
7362,A,A,,,C,
7363,A+,A-,,,B,
7364,B+,B+,,,A,
7365,B-,A,,,B+,
7366,A+,A-,,,B-,
7367,A,A,,,B-,
7368,A,A-,,,A-,
7369,A-,A,,,A,
7370,D-,A,,,A,
7371,B+,B+,,,A,
7372,A-,A,,,B+,
7373,B,B+,,,B-,
7374,A,A,,,B+,
7375,A,B+,,,B+,
7376,A-,A-,,,B,
7377,B+,A+,,,B+,
7378,B,B,,,A+,
7379,A-,B,,,B,
7380,A,A,,,B,
7381,A+,A,,,B-,
7382,B+,A,,,C,
7383,B+,A-,,,B,
7384,A,A,,,A-,
7385,C,A,,,C+,
7386,A,B,,,D+,
7387,C-,A,,,B+,
7388,B,A-,,,C-,
7389,A-,A,,,B-,
7390,B-,A-,,,A,
7391,A-,A,,,B+,
7392,A+,A,,,B-,
7393,B-,A,,,C,
7394,B+,B+,,,A-,
7395,A-,A-,,,A,
7396,C+,A,,,D+,
7397,A-,A,,,A,
7398,A-,A-,,,E,
7399,B+,A,,,C,
7400,A+,B+,,,A,
7401,A-,A,,,B+,
7402,B+,A,,,C,
7403,B+,A,,,A+,
7404,B-,A-,,,B,
7405,A+,A-,,,A-,
7406,A+,A,,,B,
7407,B-,A,,,A,
7408,C-,A-,,,B,
7409,C,A,,,A-,
7410,A-,A-,,,B,
7411,B+,A-,,,C,
7412,A,A,,,D+,
7413,C+,A-,,,B,
7414,A-,A+,,,A,
7415,A-,A-,,,A-,
7416,A,A,,,B,
7417,C,A-,,,A-,
7418,B,A,,,B,
7419,A,A,,,A+,
7420,A-,A,,,A,
7421,A-,A-,,,A,
7422,B+,A,,,A,
7423,B+,B,,,B+,
7424,B+,B,,,B-,
7425,A,A-,,,A,
7426,B,A,,,A,
7427,C+,A,,,E,
7428,A,A,,,B-,
7429,B+,A,,,B+,
7430,A+,A,,,B+,
7431,A-,A,,,A-,
7432,D,B+,,,B,
7433,B,A,,,E,
7434,A-,A,,,D-,
7435,B,A-,,,A,
7436,B,A-,,,B,
7437,B,A,,,B-,
7438,C+,B+,,,C,
7439,A-,B-,,,A,
7440,A+,A,,,B-,
7441,A-,A,,,D+,
7442,A+,A-,,,A-,
7443,E,B-,,,B+,
7444,C,A-,,,A-,
7445,B,A,,,E,
7446,A-,A-,,,A-,
7447,A+,A-,,,A-,
